1.52456	31	27	1524.56
1.48556	33	25	1485.56
1.09191	33	23	1091.91
1.10682	32	21	1106.82
1.15446	33	19	1154.46
1.20748	36	18	1207.48
0.975564	35	17	975.564
1.04633	33	16	1046.33
0.984542	31	15	984.542
0.976182	30	14	976.182
0.983709	31	13	983.709
0.98963	34	12	989.63
0.99373	32	12	993.73
1.48723	34	12	1487.23
1.40162	36	12	1401.62
1.42561	32	12	1425.61
1.52534	28	12	1525.34
1.42637	21	12	1426.37
1.55667	22	12	1556.67
1.49905	29	12	1499.05
1.45644	36	12	1456.44
1.45578	33	12	1455.78
1.50064	27	12	1500.64
1.04345	34	12	1043.45
1.07121	37	12	1071.21
1.24357	38	12	1243.57
1.22516	39	12	1225.16
1.12018	32	12	1120.18
1.23062	29	12	1230.62
1.77299	33	12	1772.99
1.72852	27	12	1728.52
1.53492	29	12	1534.92
1.51581	32	12	1515.81
1.59073	40	12	1590.73
1.51538	36	12	1515.38
1.51389	37	12	1513.89
1.51135	36	12	1511.35
1.61335	29	12	1613.35
1.5889	34	12	1588.9
1.50612	33	12	1506.12
1.63182	27	12	1631.82
1.52946	22	12	1529.46
1.54685	37	12	1546.85
1.53467	33	12	1534.67
1.51754	22	12	1517.54
1.54361	25	12	1543.61
1.56257	32	12	1562.57
1.51216	34	12	1512.16
1.52863	35		1528.63
number of tracks: 50			
1.60318	35	33	
1.53547	40	31	
1.54429	33	30	
1.54165	35	29	
1.54794	35	28	
1.56753	41	27	
1.61394	37	26	
1.56017	37	25	
1.65909	32	25	
1.60229	32	25	
1.54698	35	25	
1.62463	33	25	
1.59672	33	25	
1.61375	39	25	
1.5762	37	25	
1.59478	31	25	
1.59729	34	25	
1.67132	46	25	
2.21392	46	25	
1.9308	45	25	
1.86367	49	25	
1.86772	43	25	
1.85057	43	25	
1.86609	47	25	
1.85916	49	25	
1.87511	46	25	
2.01012	47	25	
1.89075	45	25	
1.91614	47	25	
1.99995	47	25	
1.97833	45	25	
1.93666	47	25	
1.94859	49	25	
1.99662	46	25	
1.92945	48	25	
1.9516	44	25	
1.87838	45	25	
1.96446	43	25	
1.94313	38	25	
1.93331	40	25	
1.94946	43	25	
1.84066	44	25	
1.89224	52	25	
1.93581	48	25	
1.99517	40	25	
1.95619	46	25	
1.97709	47	25	
2.01574	40	25	
1.98651	46	25	
2.00177	40		
number of tracks: 50			
1.97017	43	41	
1.91029	38	39	
1.8773	38	37	
1.88285	43	35	
1.85938	48	33	
1.89828	48	31	
1.87462	39	29	
1.87887	36	27	
1.87747	42	25	
1.90617	42	23	
1.86725	39	21	
1.89991	40	19	
1.88626	43	18	
1.94254	46	17	
2.22175	45	16	
1.91357	53	15	
1.89122	51	14	
1.85497	33	13	
1.8464	33	12	
1.84425	31	10	
1.92677	33	8	
1.84905	36	6	
1.86585	36	4	
1.84155	34	3	
1.57568	37	0	
1.01725	30	0	
1.14217	30	0	
1.02849	23		
