0.275676	38	38	275.676
0.272301	33	37	272.301
0.272278	40	36	272.278
0.272306	38	35	272.306
0.272342	42	34	272.342
0.272325	48	33	272.325
0.272586	53	32	272.586
0.272761	47	30	272.761
0.27235	44	28	272.35
0.272255	39	26	272.255
0.27228	40	25	272.28
0.272275	48	24	272.275
0.272296	52	23	272.296
0.272291	47	22	272.291
0.272315	48	21	272.315
0.272335	42	20	272.335
0.272462	35	18	272.462
0.272305	22	17	272.305
0.272347	25	15	272.347
0.272374	35	13	272.374
0.272352	52	12	272.352
0.272459	52	11	272.459
0.272477	38	10	272.477
0.272372	47	9	272.372
0.272375	59	8	272.375
0.272337	58	7	272.337
0.272349	54	6	272.349
0.272327	47	5	272.327
0.272311	54	5	272.311
0.272384	52	5	272.384
0.272444	39	5	272.444
0.272369	43	5	272.369
0.272338	47	5	272.338
0.272463	54	5	272.463
0.272333	50	5	272.333
0.272351	57	5	272.351
0.272286	47	5	272.286
0.272343	41	5	272.343
0.272325	47	5	272.325
0.272728	44	5	272.728
0.272844	39	5	272.844
0.272488	31	5	272.488
0.272764	48	5	272.764
0.272374	48	5	272.374
0.272762	33	5	272.762
0.274202	39	5	274.202
0.274166	46	5	274.166
0.27469	52	5	274.69
0.274218	56		274.218
number of tracks: 50			
0.274409	56	54	
0.27484	55	54	
0.274609	55	54	
0.274547	57	53	
0.274799	60	52	
0.274578	58	51	
0.274201	58	50	
0.274479	61	49	
0.274556	59	48	
0.274318	60	47	
0.27422	60	46	
0.274659	59	45	
0.274333	59	44	
0.274568	62	43	
0.274796	63	42	
0.274531	58	41	
0.274549	57	40	
0.274671	65	39	
0.274602	67	38	
0.27454	69	37	
0.274545	72	36	
0.274571	72	35	
0.275206	70	34	
0.274712	72	33	
0.274692	75	32	
0.274484	71	31	
0.274632	74	30	
0.274322	73	29	
0.276352	69	28	
0.276423	74	27	
0.276311	70	26	
0.276387	69	25	
0.276332	64	24	
0.27631	66	23	
0.276259	66	22	
0.276334	59	21	
0.276319	65	20	
0.276342	62	19	
0.276364	56	18	
0.276232	57	17	
0.276281	58	16	
0.276519	61	15	
0.276223	69	14	
0.276356	62	13	
0.276494	61	12	
0.276296	62	11	
0.276158	63	10	
0.276287	63	9	
0.276186	57	8	
0.276223	52		
number of tracks: 50			
0.27615	57	54	
0.276159	54	53	
0.27613	63	53	
0.276167	71	53	
0.27622	74	53	
0.276219	77	53	
0.276176	65	53	
0.276248	63	53	
0.276206	68	53	
0.276529	63	53	
0.277214	62	53	
0.27746	64	53	
0.276873	68	53	
0.277116	66	53	
0.276756	71	53	
0.277064	78	53	
0.276842	71	53	
0.277469	50	53	
0.277046	47	53	
0.276828	51	50	
0.277352	68	48	
0.27667	66	46	
0.276466	68	44	
0.276184	66	42	
0.276098	55	38	
0.276406	48	34	
0.276329	59	30	
0.276255	53		
